id,name,summary,provider,language,url,thumbnail,tags
719,Відповідальне управління даними в надзвичайних ситуаціях ,"Метою цього модуля є підкреслити відповідальність суб'єктів гуманітарної діяльності за забезпечення безпечного та відповідального управління даними, які вони збирають від людей в рамках їхньої гуманітарної діяльності. ",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4531,https://kayaconnect.org/pluginfile.php/767459/course/overviewfiles/CH1243.jpg,"information-management-and-technology, programmatic-support"
720,Внутрішній контроль ,"Внутрішній контроль є важливою складовою частиною фінансового управління. Цей курс призначений для покращення вашої здатності забезпечувати досягнення цілей організації в питаннях операційної ефективності та продуктивності, а також надійної фінансової звітності та відповідності. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4626,https://kayaconnect.org/pluginfile.php/797308/course/overviewfiles/FinanceCourseImage_1 (1).png,"budgets-and-finance, humanitarian-essentials, management-essentials, monitoring-and-evaluation, programmatic-support"
721,Вступ до MEAL ,"У контексті управління програмами та проєктами MEAL - це акронім від Monitoring, Evaluation, Accountability, Learning (Моніторинг, Оцінка, Підзвітність та Навчання). В цьому модулі описано кожен компонент MEAL, його призначення та переваги. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4441,https://kayaconnect.org/pluginfile.php/734449/course/overviewfiles/Banner Template - Kaya 4.png,"accountability, humanitarian-essentials, monitoring-and-evaluation, programmatic-support"
722,"Вступ до водопостачання, санітарії та гігієни (WASH) у надзвичайних ситуаціях","Цей модуль орієнтований на осіб, які бажають отримати розуміння ключових принципів забезпечення води, санітарії та гігієни в умовах надзвичайних ситуацій.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4683,https://kayaconnect.org/pluginfile.php/812176/course/overviewfiles/Banner_WASH.jpg,water-sanitation-and-hygiene-(wash)
723,Вступ до історії гуманітаризму ,Цей модуль спрямований на надання огляду зміни гуманітарних ідей та практики основних міжнародних організацій з надання допомоги.,Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4533,https://kayaconnect.org/pluginfile.php/767509/course/overviewfiles/Introduction to History of Humanitarianism.jpg,humanitarian-essentials
724,Вступ до міжнародного гуманітарного права (МГП),"Початковий курс із основ міжнародного гуманітарного права (МГП). Він в основному призначений для практиків у сфері гуманітарної допомоги, політиків та інших фахівців, яким потрібне чітке розуміння того, як і коли ця галузь права застосовується та кого вона захищає. ",International Committee of the Red Cross (ICRC),ukr,https://kayaconnect.org/course/info.php?id=4679,https://kayaconnect.org/pluginfile.php/811253/course/overviewfiles/ihl.png,"humanitarian-essentials, international-humanitarian-law, management-essentials, principles-practices-and-standards, programmatic-support"
725,Вступ до написання проєктної заявки та звіту,"Цей модуль орієнтований на осіб, які бажають отримати розуміння написання пропозицій та звітів у гуманітарному контексті та контексті розвитку.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4752,https://kayaconnect.org/pluginfile.php/846989/course/overviewfiles/How_To_Write_A_Proposal_550x330 2.png,"humanitarian-essentials, principles-practices-and-standards, programme-design, project-management"
726,Вступ до Основного стандарту надання гуманітарної допомоги  (2014),"Цей курс допоможе вам зрозуміти та застосувати Основні стандарти надання гуманітарної допомоги (CHS) і таким чином підвищити якість, підзвітність та ефективність гуманітарного реагування ","CHS Alliance, Humanitarian Leadership Academy",ukr,https://kayaconnect.org/course/info.php?id=4499,https://kayaconnect.org/pluginfile.php/755793/course/overviewfiles/CHS_image.jpg,"accountability, humanitarian-essentials, principles-practices-and-standards"
727,Вступ до оцінки потреб у надзвичайних ситуаціях ,"Цей курс надасть вам основоположне розуміння як мети, так і ролі оцінки потреб у гуманітарному реагуванні, у поєднанні з практичними кроками щодо впровадження оцінки потреб. ","Save the Children, Humanitarian Leadership Academy",ukr,https://kayaconnect.org/course/info.php?id=4515,https://kayaconnect.org/pluginfile.php/758049/course/overviewfiles/NAThumbnail.png,"accountability, coordination, monitoring-and-evaluation, principles-practices-and-standards, programmatic-support, programme-design, quality-and-governance"
728,Вступ до управління людськими ресурсами в гуманітарному контексті,"Цей курс орієнтований на людей, які бажають вивчити основи гуманітарного реагування. Його учасники повинні мати покращене розуміння того, що таке людські ресурси в гуманітарній діяльності.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4541,https://kayaconnect.org/pluginfile.php/771212/course/overviewfiles/HRE Banner.jpg,"hr-recruitment-and-deployment, management-essentials"
729,Вступ до чутливості до конфлікту,"Цей курс призначений для ознайомлення студентів гуманітарного сектору з чутливістю до конфліктів і може бути застосований до всіх студентів, як технічних, так і гуманітарних спеціальностей.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=6406,https://kayaconnect.org/pluginfile.php/1246491/course/overviewfiles/Introduction to Conflict Sensitivity.png,"humanitarian-essentials, innovation, principles-practices-and-standards, programmatic-support, programme-design, project-management"
730,Грошова та ваучерна допомога - Основи,Цей курс ознайомить вас з основами грошової та ваучерної допомоги (ГВД) і допоможе вам розібратися у цій формі допомоги.,CALP Network (CALP),ukr,https://kayaconnect.org/course/info.php?id=4665,https://kayaconnect.org/pluginfile.php/802910/course/overviewfiles/CALP-Money.png,"cash, humanitarian-essentials, leadership-skills, management-essentials, principles-practices-and-standards, programmatic-support, technical-sectors"
731,Гуманитарный доступ и гуманитарные принципы,"Этот курс дает представление о гуманитарных принципах и о том, как они влияют на гуманитарный доступ и принятие решений в сложных для деятельности условиях. В ходе этого интерактивного курса учащиеся будут использовать эти принципы для принятия решений.",Norwegian Refugee Council (NRC),rus,https://kayaconnect.org/course/info.php?id=4366,https://kayaconnect.org/pluginfile.php/714320/course/overviewfiles/Humanitarian Access  Principles.png,"humanitarian-essentials, principles-practices-and-standards"
732,Гуманітарний доступ та основні принципи,Цей курс надає вступ до гуманітарних принципів та їх впливу на гуманітарний доступ та прийняття рішень у складних оперативних умовах. Слухачі будуть використовувати ці принципи для прийняття рішень під час цього багатоспрямованого курсу.,Norwegian Refugee Council (NRC),ukr,https://kayaconnect.org/course/info.php?id=4365,https://kayaconnect.org/pluginfile.php/714300/course/overviewfiles/Humanitarian Access  Principles.png,"humanitarian-essentials, principles-practices-and-standards"
733,Закупівля,"Закупівля – це процес визначення та отримання товарів і послуг. Він передбачає пошук джерел, придбання та охоплює всі дії від визначення потенційних постачальників до доставки від постачальника до користувачів або отримувачів. Мета цього курсу — покращити ваші знання у сфері закупівель гуманітарної допомоги. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4432,https://kayaconnect.org/pluginfile.php/731415/course/overviewfiles/Banner Template - Kaya 3.png,"humanitarian-essentials, management-essentials, programmatic-support"
734,Засади Освіти у надзвичайних ситуаціях (1.1) ,"Розглядаються концепт Освіти в надзвичайних ситуаціях та засади, що його обгрунтовують:  гуманітарні принципи, стандарти і принципи гуманітарної діяльності, Цілі сталого розвитку, зокрема Ціль 4 (ЦСР 4) та Конвенція про права дитини (КПД ООН).","Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, People in Need (PIN), Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4705,https://kayaconnect.org/pluginfile.php/819589/course/overviewfiles/EiE 1.1 Thumbnail.png,"coronavirus, education, technical-sectors"
735,Збереження психічного здоров'я та підтримка персоналу ,"Підтримка та збереження психічного здоров'я персоналу відіграє вирішальну роль для ефективної роботи наших співробітників при виконанні своїх функцій. Відповідальність за безпеку й добробут команди є нашим моральним обов'язком, як безпосередніх керівників. Програма цього курсу спрямована на підвищення рівня Ваших знань про забезпечення психологічно","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4445,https://kayaconnect.org/pluginfile.php/734788/course/overviewfiles/Cross-CuttingSubjectsImageNew.png,"health-and-safety, humanitarian-essentials, principles-practices-and-standards, programmatic-support, staff-welfare"
736,ЗМІ в гуманітарному контексті ,"У межах цього курсу розглядається те, як робота зі ЗМІ під час реагування на надзвичайні ситуації вимагає ретельного планування й виконання. ","FIELD Programme, Save the Children, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4633,https://kayaconnect.org/pluginfile.php/798236/course/overviewfiles/FIELDCommsImage500330-01.png,"communication-and-language-skills, communications, humanitarian-essentials, principles-practices-and-standards, programmatic-support"
737,Ідентифікація та визначення проєкту ,"Цей модуль спрямований на визначення ключових кроків та технічних навичок, необхідних на етапі ідентифікації та визначення гуманітарного проєкту. Особлива увага приділяється ролі керівника проєкту на цьому етапі проєкту. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4454,https://kayaconnect.org/pluginfile.php/736518/course/overviewfiles/PM_GridImage.png,"management-essentials, project-management"
738,Комунікації в гуманітарному контексті,"У межах цього курсу розглядається роль комунікації, її мета та переваги в умовах надання гуманітарної допомоги. Він охоплює певні ключові результати, які можна очікувати від реагування, і найкращі методики й підходи, необхідні для їх досягнення. ","FIELD Programme, Save the Children, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4642,https://kayaconnect.org/pluginfile.php/799328/course/overviewfiles/FIELDCommsImage500330-01.png,"communication-and-language-skills, communications, programmatic-support"
739,"Курс щодо вивчення моніторингу, оцінки, підзвітності та здобуття навичок за цими напрямками ","Цей курс є частиною HOP Fundamentals, відкритого каталогу якісних  інтерактивних навчальних модулів для самостійного вивчення, що курується постачальниками партнерських послуг або створюється Save the Children. Це один з трьох рівнів НОР. ",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4530,https://kayaconnect.org/pluginfile.php/767396/course/overviewfiles/Meal.jpg,"monitoring-and-evaluation, programmatic-support"
740,Мінімальні стандарти захисту дітей,Ласкаво просимо на основний тренінг Альянсу з Мінімальних стандартів захисту дітей у гуманітарній діяльності (МСЗД).,"Humanitarian Leadership Academy, The Alliance for Child Protection in Humanitarian Action",ukr,https://kayaconnect.org/course/info.php?id=5053,https://kayaconnect.org/pluginfile.php/1105339/course/overviewfiles/UN0686464 (1).jpg,"accountability, communication-and-language-skills, communications, coordination, diversity-and-equality, education, food-security-and-nutrition, health-and-safety, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, project-management, protection, psychosocial-and-psychological-first-aid, quality-and-governance, reproductive-health, safety-and-security, technical-sectors, training-design-and-facilitation"
741,Окружающая среда в гуманитарной деятельности,"Курс предоставляет участникам гуманитарной деятельности информацию о том, как эффективно интегрировать экологические вопросы в стратегии гуманитарного реагирования и восстановления на раннем этапе. Он освещает основные возможности, неправильные представления и проблемы, связанные с интеграцией экологических вопросов в гуманитарную деятельность.",UNOCHA - United Nations Office for the Coordination of Humanitarian Affairs,rus,https://kayaconnect.org/course/info.php?id=2139,https://kayaconnect.org/pluginfile.php/195691/course/overviewfiles/Course image_Environment in Humanitarian Action.JPG,"coordination, disaster-management-and-risk-reduction, education, food-security-and-nutrition, health, humanitarian-essentials, logistics, principles-practices-and-standards, programmatic-support, programme-design, protection, shelter, technical-sectors, water-sanitation-and-hygiene-(wash)"
742,Організація та планування проєкту ,"Цей модуль зосереджений саме на ролі керівників проектів. Метою цього модуля є визначення ключових кроків, які має виконати керівник проекту, використовуючи різні управлінські підходи до виконання завдань протягом циклу реалізації проекту. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4433,https://kayaconnect.org/pluginfile.php/731455/course/overviewfiles/PM_GridImage.png,"management-essentials, project-management"
743,Освіта в надзвичайних ситуаціях з урахуванням конфлікту (2.6) ,"У цьому курсі ми розглянемо, як освіта і методи її впровадження можуть або сприяти розпалюванню конфлікту, або зменшувати напруженість і зміцнювати спроможність людей долати конфлікти.","Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, People in Need (PIN), Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, University of Geneva, War Child, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4865,https://kayaconnect.org/pluginfile.php/905625/course/overviewfiles/CSEiE Intro - Children Ring School Play.jpg,"coronavirus, programmatic-support"
744,Основи забезпечення захисту від організації Save the Children ,"Цей курс допоможе Вам зрозуміти, що означає забезпечення захисту в організації Save the Children. Ми розглянемо різноманітні питання захисту, що впливають на вразливі групи, яким ми служимо, і зосередимося на Ваших особистих зобов'язаннях у сфері забезпечення ",Save the Children,ukr,https://kayaconnect.org/course/info.php?id=4814,https://kayaconnect.org/pluginfile.php/879108/course/overviewfiles/course-image.jpg,"accountability, hr-recruitment-and-deployment, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, protection, staff-welfare, technical-sectors"
745,Основи програми гуманітарних операцій (HOP) - Скорочено ,"Вступ до основ гуманітарної діяльності для тих, хто починає свою кар'єру в секторі або переходить з сектору розвитку.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4780,https://kayaconnect.org/pluginfile.php/859782/course/overviewfiles/CH139428-Resized.png,"humanitarian-essentials, management-essentials, programmatic-support, technical-sectors"
746,Основи фінансового менеджменту ,Модуль «Основи фінансового менеджменту» є частиною комплексної програми FIELD. Управління фінансами дозволяє організації досягти поставлених цілей. Йдеться не просто про ведення бухгалтерського обліку. Сенс набагато глибший. ,"FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4443,https://kayaconnect.org/pluginfile.php/734517/course/overviewfiles/Banner Template - Kaya.png,"budgets-and-finance, humanitarian-essentials, management-essentials"
747,Особисте здоров'я та формування стійкості у рядових працівників і керівників ,"Цей курс допоможе вам зрозуміти вплив стресу на ваше життя та як розвинути особисту та організаційну стійкість. Наприкінці курсу ви вже зможете самостійно складати свій особистий план дій і розширите знання про різні методи підтримки здоров'я та формування стійкості, які можна застосовувати під час стресових ситуацій. ",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4540,https://kayaconnect.org/pluginfile.php/770126/course/overviewfiles/wellness and resilience.png,"health-and-safety, hr-recruitment-and-deployment, management-essentials, programmatic-support, psychosocial-and-psychological-first-aid, safety-and-security, staff-welfare, technical-sectors"
748,Перешкоди та цілі Освіти у надзвичайних ситуаціях (1.2) ,"Розглядаються основні перешкоди на шляху до освіти в умовах надзвичайних ситуацій, методи їхнього аналізу та різні способи подолання цих бар'єрів з метою забезпечення доступу до освіти.","Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, People in Need (PIN), Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4706,https://kayaconnect.org/pluginfile.php/819651/course/overviewfiles/CH1832604_thumbnail.png,"coronavirus, education, technical-sectors"
749,Перша психологічна допомога для дітей ,"Курс «Перша психологічна допомога (Psychological First Aid - PFA) для дітей» познайомить вас із поняттями та етапами надання допомоги дітям після важкої події. Курс містить завдання, які зосереджуються на ключових елементах PFA та способах їх застосування в гуманітарному контексті. ","Save the Children, Humanitarian Leadership Academy",ukr,https://kayaconnect.org/course/info.php?id=4521,https://kayaconnect.org/pluginfile.php/762310/course/overviewfiles/Image without texts.png,"psychosocial-and-psychological-first-aid, technical-sectors"
750,Підбір та введення на посаду персоналу у надзвичайних ситуаціях ,"Керівники на місцях, які беруть участь у заходах з набору та введення на посаду персоналу, відіграють важливу роль у забезпеченні ефективного функціонування цих процесів. Мета цього курсу — покращити Ваші знання про те, як набирати та вводити в курс справи персонал в умовах надзвичайних ситуацій. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4446,https://kayaconnect.org/pluginfile.php/734872/course/overviewfiles/Banner Template - Kaya 2.png,"humanitarian-essentials, management-essentials, programmatic-support"
751,Підзвітність перед постраждалим населенням,"Протягом цього курсу Ви ознайомитеся з ключовими поняттями підзвітності та навчитеся працювати відповідно до принципів підзвітності перед особами, яким Ви надаєте допомогу.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4809,https://kayaconnect.org/pluginfile.php/873126/course/overviewfiles/APopulations.png,"accountability, communications, humanitarian-essentials, monitoring-and-evaluation, principles-practices-and-standards, programmatic-support, programme-design, protection, quality-and-governance, technical-sectors"
752,Принципи забезпечення захисту,"Попри те, що більшість співробітників НУО діють професійно, ставляться до людей зі співчуттям та ніколи не будуть жорстоко поводитися з дітьми чи дорослими в громадах, у яких ми працюємо, чи завдавати їм шкоди, все ж таки є деякі співробітники, партнери та волонтери, які можуть це зробити. Мета цього курсу — покращити ваші знання про принципи забез","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4430,https://kayaconnect.org/pluginfile.php/730605/course/overviewfiles/Cross-CuttingSubjectsImageNew.png,"accountability, humanitarian-essentials, principles-practices-and-standards, programmatic-support, staff-welfare"
753,"Принципи рівності, різноманіття та інклюзивності ","У період надзвичайних гуманітарних ситуацій часто незахищені верстви населення залишаються без уваги. Уміння підтримувати принципи рівності, різноманіття та інклюзивності має вирішальне значення для надання допомоги представникам різного віку і верств населення на основі рівності та справедливості. Метою цього курсу є розширення Ваших знань про при","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4431,https://kayaconnect.org/pluginfile.php/731266/course/overviewfiles/Cross-CuttingSubjectsImageNew.png,"diversity-and-equality, health-and-safety, humanitarian-essentials, principles-practices-and-standards, programmatic-support, security"
754,Програми з захисту прав дітей ,"Електронний навчальний курс Child Rights Programming - це онлайн-тренінг про те, як здійснювати програми захисту прав дитини та як бути організацією, що базується на правах людини",Save the Children,ukr,https://kayaconnect.org/course/info.php?id=4687,https://kayaconnect.org/pluginfile.php/813609/course/overviewfiles/CRP.png,"education, humanitarian-essentials, principles-practices-and-standards, programmatic-support, programme-design, protection, technical-sectors"
755,"Психическое здоровье и психосоциальное благополучие подростков, пострадавших от конфликта","Этот курс предназначен для специалистов-практиков, которые работают над программами, ориентированными на подростков и лиц, осуществляющих уход за ними, пострадавших в результате войны в Украине. Цель этого модуля – улучшить ваше понимание развития подростков, уделяя особое внимание их психическому здоровью и психосоциальному благополучию.","HIAS, Humanitarian Leadership Academy, The MHPSS Collaborative",rus,https://kayaconnect.org/course/info.php?id=4730,https://kayaconnect.org/pluginfile.php/833165/course/overviewfiles/MHPSS_CourseThumbnail-01.png,"disaster-management-and-risk-reduction, programme-design, protection, psychosocial-and-psychological-first-aid"
756,"Психічне здоров'я та психосоціальне благополуччя підлітків, які постраждали від конфлікту","Цей курс створено для професіоналів, які працюють з програмами, які націлені або включають підлітків та їхніх опікунів, які постраждали від війни в Україні. Мета цього курсу - підвищити ваше розуміння розвитку підлітків, зосереджуючись на їх психічному здоров’ї та психосоціальному благополуччі.","HIAS, Humanitarian Leadership Academy, The MHPSS Collaborative",ukr,https://kayaconnect.org/course/info.php?id=4725,https://kayaconnect.org/pluginfile.php/830291/course/overviewfiles/MHPSS_CourseThumbnail-01.png,"disaster-management-and-risk-reduction, programme-design, protection, psychosocial-and-psychological-first-aid"
757,"Реалізація проєкту: впровадження, моніторинг та подальша адаптація ","У цьому модулі досліджується питання складності та комплексності гуманітарних проектів, через що дуже часто їх реалізація стає непередбачуваною через велику кількість мінливих параметрів, що впливають на проєкт. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4448,https://kayaconnect.org/pluginfile.php/735493/course/overviewfiles/PM_GridImage.png,"monitoring-and-evaluation, programmatic-support, project-management"
758,Робота в партнерстві ,"Цей модуль орієнтований на осіб, які бажають отримати розуміння ключових принципів роботи в партнерстві у сфері гуманітарноого реагування.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4536,https://kayaconnect.org/pluginfile.php/768303/course/overviewfiles/WiP Banner.jpg,"humanitarian-essentials, management-essentials"
759,"Управління гуманітарною інформацією, комунікації та медіа","Цей модуль орієнтований на осіб, які бажають отримати розуміння управління гуманітарною інформацією, комунікаціями та засобами масової інформації.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4535,https://kayaconnect.org/pluginfile.php/767693/course/overviewfiles/Info Management Banner.jpg,"communication-and-language-skills, communications, information-management-and-technology, principles-practices-and-standards, staff-welfare"
760,Управління персоналом ,"Мета ефективного гуманітарного реагування — допомагати людям, які цього потребують допомоги, на значних відстанях і у швидкому темпі. Як наслідок, перед керівниками місцевих підрозділів постає унікальний набір викликів в управлінні персоналом. Теорії, практики та інструменти, які містить цей курс, дають уявлення про підходи до управління персоналом","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4449,https://kayaconnect.org/pluginfile.php/735684/course/overviewfiles/Banner Template - Kaya 2.png,"humanitarian-essentials, management-essentials, programmatic-support"
761,Фінанси та бюджети у надзвичайних ситуаціях,"Основний вступ для персоналу, який працюватиме з надзвичайними ситуаціями на будь-якій посаді, охоплюючи ключові поняття та процеси фінансового менеджменту.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4542,https://kayaconnect.org/pluginfile.php/771477/course/overviewfiles/Finance Banner.jpg,"budgets-and-finance, management-essentials"
762,Фінансове планування ,"В основі фінансового менеджменту лежить фінансове планування. Організаціям важливо досягати як своїх довгострокових стратегічних цілей, так і короткострокових цілей проєкту. Цей курс спрямований на ознайомлення керівників на місцях із фінансовим плануванням та основоположними аспектами бюджетів різних проєктів. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4617,https://kayaconnect.org/pluginfile.php/796853/course/overviewfiles/FinanceCourseImage_1 (1).png,"budgets-and-finance, fundraising-and-donor-management, humanitarian-essentials, management-essentials"
763,Фінансовий моніторинг ,"Фінансовий моніторинг проєктів полягає в отриманні регулярних та актуальних фінансових звітів для огляду динаміки проєкту та прийняття рішень щодо ресурсів. Цей курс спрямований на розширення ваших знань про те, як ефективно контролювати фінансові документи й інформацію. ","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4622,https://kayaconnect.org/pluginfile.php/797204/course/overviewfiles/FinanceCourseImage_1 (1).png,"budgets-and-finance, humanitarian-essentials, management-essentials"
764,Фонд психічного здоров'я та психосоціальної підтримки (ПЗПСП),Цей курс має на меті забезпечити учасників комплексним розумінням питання психічного здоров’я та психосоціальної підтримки (ПЗПСП) і їхньої критично важливої ролі в гуманітарному контексті та контексті розвитку. ,"Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative",ukr,https://kayaconnect.org/course/info.php?id=11490,https://kayaconnect.org/pluginfile.php/1465260/course/overviewfiles/MHPSS_CourseThumbnail-01.png,"disaster-management-and-risk-reduction, programme-design, protection, psychosocial-and-psychological-first-aid, technical-sectors"
765,Якість та інтегрований підхід до освіти у надзвичайних ситуаціях (1.3),"Розглядаються концепція якісної освіти у контексті надзвичайних ситуацій, механізми для її аналізу та підтримки (зокрема INEE), а також виклики, пов'язані з її реалізацією у цих умовах.","Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",ukr,https://kayaconnect.org/course/info.php?id=4707,https://kayaconnect.org/pluginfile.php/819724/course/overviewfiles/EiE 1.2 Thumbnail.png,"coronavirus, technical-sectors"
766,Як користуватися посібником Sphere,"У цьому модулі представляється посібник Sphere і пояснюється, як люди та організації, які реагують на гуманітарні кризи, можуть використовувати його для підвищення якості допомоги, яку вони надають. ",Sphere,ukr,https://kayaconnect.org/course/info.php?id=11445,https://kayaconnect.org/pluginfile.php/1460320/course/overviewfiles/how-to-use-the-sphere-handbook-title-self-paced-ukrainian.jpg,humanitarian-essentials
767,Як налаштувати та запустити операцію реагування,"Управління операціями полягає в тому, як найкраще планувати, налаштовувати та керувати вашою операцією гуманітарного реагування, щоб переконатися, що вона є відповідною, ефективною, дієвою та має бажаний вплив для постраждалих. components required to run an effective response.",Humanitarian Leadership Academy,ukr,https://kayaconnect.org/course/info.php?id=4539,https://kayaconnect.org/pluginfile.php/768455/course/overviewfiles/OM Banner.jpg,"humanitarian-essentials, management-essentials"
768,أساسيات الإدارة المالية,يُعد فصل أساسيات الإدارة المالية جزءًا من برنامج FIELD الأوسع نطاقًا. تساعد الإدارة المالية المنظمة على تحقيق أهدافها. فهي أكثر من مجرد الاحتفاظ بالحسابات.,"FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",ar,https://kayaconnect.org/course/info.php?id=4608,https://kayaconnect.org/pluginfile.php/794164/course/overviewfiles/Banner Template - Kaya.png,"budgets-and-finance, humanitarian-essentials, management-essentials"
769,أساسيات التعليم في حالات الطوارئ (EiE) (1.1),تقوم هذه الدورة باستكشاف المفاهيم وأطر العمل التي يقوم عليها الأساس المنطقي للتعليم في حالات الطوارئ: المبادئ والمعايير ومدونات قواعد السلوك في المجال الإنساني وهدف التنمية المستدامة الرابع (SDG4) واتفاقية الأمم المتحدة لحقوق الطفل (UNCRC).,"Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), LEGO Foundation, Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",ar,https://kayaconnect.org/course/info.php?id=2999,https://kayaconnect.org/pluginfile.php/369032/course/overviewfiles/Module 1.jpg,"coronavirus, education, technical-sectors"
770,أساسيات الحماية,سبيل تفاعلي ومرتكز على السيناريوهات يرسِّخ فهمك لماهية الحماية في القطاعات الإنسانية والإنمائية.,Humanitarian Leadership Academy,ar,https://kayaconnect.org/course/info.php?id=2187,https://kayaconnect.org/pluginfile.php/202565/course/overviewfiles/course-image.jpg,"accountability, hr-recruitment-and-deployment, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, protection, staff-welfare, technical-sectors"
771,أساسيات الصون في منظمة إنقاذ الأطفال الدولية,يغطي هذا التدريب موضوع صون الأطفال والكبار في المجتمعات التي نعمل فيها، بينما نتناول موضوع صون الموظفين في تدريب آخر.,Save the Children,ar,https://kayaconnect.org/course/info.php?id=4815,https://kayaconnect.org/pluginfile.php/879130/course/overviewfiles/Safeguarding Umbrella.png,"accountability, hr-recruitment-and-deployment, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, protection, staff-welfare, technical-sectors"
772,أسس الصحة النفسية والدعم النفسي والاجتماعي,يشرح هذا المساق للمشاركين ما المقصود بالصحة النفسية والدعم النفسي والاجتماعي شرحًا شاملاً، ودورها الحيوي في المجالات الإنسانية والإنمائية، ,"Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative",ar,https://kayaconnect.org/course/info.php?id=11489,https://kayaconnect.org/pluginfile.php/1465217/course/overviewfiles/MHPSS_CourseThumbnail-01.png,"disaster-management-and-risk-reduction, programme-design, protection, psychosocial-and-psychological-first-aid, technical-sectors"
